env,seed,cycle,anchor,kernel,raw_reward,shaped_reward,penalty,joint,success,any_event,cost_mean,event,excess
DiagReachK3,180,18,18,sample_rawW2,7.534805237122691,5.942623562917925,1.5921816742047668,0.234375,0.421875,0.515625,"[5.9003521502017975, 4.999293413944542, 9.733705576509237]","[0.28125, 0.28125, 0.15625]","[0.0501405554158347, 0.05158638037168063, 0.01857228875160217]"
DiagReachK3,180,18,18,det_old,9.330756811497121,9.330756811497121,0.0,1.0,1.0,0.0,"[6.345920845866203, 5.625982105731964, 10.970885783433914]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,18,18,det_shapedKL,9.26323282085741,9.26323282085741,0.0,1.0,1.0,0.0,"[5.983535565435886, 5.019715256989002, 10.003135070204735]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,18,18,det_shapedW2,9.302663925062916,9.302663925062916,0.0,1.0,1.0,0.0,"[5.999708533287048, 5.156551726162434, 10.155979230999947]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
DiagReachK3,180,18,18,det_rawKL,9.586186272762234,9.581246509886796,0.0049397628754377365,0.90625,1.0,0.09375,"[6.569199822843075, 6.3539469838142395, 11.91883671283722]","[0.0, 0.09375, 0.0]","[0.0, 0.0009879538646111116, 0.0]"
DiagReachK3,180,18,18,det_rawW2,9.607074707795642,9.601863892798088,0.005210814997553825,0.890625,1.0,0.109375,"[6.651246502995491, 6.35299027711153, 11.997645124793053]","[0.0, 0.109375, 0.0]","[0.0, 0.0010421642890343329, 0.0]"
DiagReachK3,186,6,21,sample_old,7.329859566590767,5.978265023506265,1.3515945430845022,0.1875,0.359375,0.375,"[5.786909371614456, 4.327656501438469, 8.941635951399803]","[0.3125, 0.15625, 0.15625]","[0.04658609522240503, 0.027996781926888682, 0.024451909065246583]"
DiagReachK3,186,6,21,sample_shapedKL,7.358814582736886,6.024445819245375,1.3343687634915113,0.125,0.3125,0.40625,"[5.831753171980381, 4.368141009006649, 9.00224980339408]","[0.296875, 0.171875, 0.15625]","[0.04916259859289443, 0.02549808873580052, 0.021963386535644534]"
DiagReachK3,186,6,21,sample_shapedW2,7.394515110219071,5.964696721213112,1.429818389005959,0.140625,0.328125,0.40625,"[5.856240596622229, 4.488580866716802, 9.145836304873228]","[0.296875, 0.171875, 0.15625]","[0.05041873561484472, 0.028799936175346375, 0.023090777397155763]"
DiagReachK3,186,6,21,sample_rawKL,7.624333994274684,5.736753376943716,1.8875806173309684,0.171875,0.359375,0.46875,"[6.041196208447218, 4.884495607111603, 9.762727327644825]","[0.359375, 0.296875, 0.234375]","[0.0497794970870018, 0.04881314818675702, 0.03472196340560913]"
DiagReachK3,186,6,21,sample_rawW2,7.7326923809585715,5.575035444052293,2.157656936906278,0.1875,0.375,0.46875,"[6.220182284712791, 5.006770782638341, 10.06004212424159]","[0.359375, 0.296875, 0.28125]","[0.05648210964032582, 0.054724881282219515, 0.040026184320449826]"
DiagReachK3,186,6,21,det_old,9.276983888932545,9.276983888932545,0.0,1.0,1.0,0.0,"[6.541582822799683, 4.807237766683102, 10.328074142336845]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]"
